#  Time[s]  	bnd_inflow[Q [m3/s]] 	bnd_inflow[Qsed tot [m3/s]] 	bnd_inflow[Qsed d=7 mm [m3/s]] 	bnd_inflow[Qsed d=20 mm [m3/s]] 	bnd_inflow[Qsed d=33 mm [m3/s]] 	bnd_inflow[Qsed d=46 mm [m3/s]] 	bnd_inflow[Qsed d=59 mm [m3/s]] 	bnd_outflow[Q [m3/s]] 	bnd_outflow[Qsed tot [m3/s]] 	bnd_outflow[Qsed d=7 mm [m3/s]] 	bnd_outflow[Qsed d=20 mm [m3/s]] 	bnd_outflow[Qsed d=33 mm [m3/s]] 	bnd_outflow[Qsed d=46 mm [m3/s]] 	bnd_outflow[Qsed d=59 mm [m3/s]] 	bnd_inflow_sed[Q [m3/s]] 	bnd_inflow_sed[Qsed tot [m3/s]] 	bnd_inflow_sed[Qsed d=7 mm [m3/s]] 	bnd_inflow_sed[Qsed d=20 mm [m3/s]] 	bnd_inflow_sed[Qsed d=33 mm [m3/s]] 	bnd_inflow_sed[Qsed d=46 mm [m3/s]] 	bnd_inflow_sed[Qsed d=59 mm [m3/s]] 	
560000 	       20.444702 	               0 	               0 	               0 	               0 	               0 	               0 	       20.734246 	   3.8556222e-07 	   2.8564323e-07 	    9.984763e-08 	   7.0921711e-11 	   4.4203925e-13 	               0 	               0 	   -0.0041422813 	   -0.0021162679 	  -0.00096164779 	   -0.0004054093 	  -0.00039586754 	   -0.0002630888
561000 	       21.203781 	               0 	               0 	               0 	               0 	               0 	               0 	       21.053679 	    4.947925e-05 	   4.3319764e-05 	    6.028039e-06 	   1.3134331e-07 	   1.0437609e-10 	               0 	               0 	     -0.00421657 	     -0.00215093 	   -0.0009782937 	  -0.00041330199 	  -0.00040455695 	  -0.00026948742
562000 	       21.203781 	               0 	               0 	               0 	               0 	               0 	               0 	       21.169954 	   4.4988181e-05 	   3.9845606e-05 	   5.0149483e-06 	   1.2731812e-07 	   3.0908213e-10 	               0 	               0 	   -0.0042151048 	   -0.0021502395 	  -0.00097796421 	  -0.00041314769 	   -0.0004043889 	  -0.00026936451
563000 	       21.203781 	               0 	               0 	               0 	               0 	               0 	               0 	       21.108883 	   5.1182224e-05 	   4.4044036e-05 	   6.8753513e-06 	   2.4987144e-07 	   1.2965665e-08 	               0 	               0 	   -0.0042152457 	   -0.0021503215 	  -0.00097799908 	   -0.0004131599 	  -0.00040439762 	  -0.00026936759
564000 	       21.203781 	               0 	               0 	               0 	               0 	               0 	               0 	        21.23078 	   7.6882695e-05 	   6.7550816e-05 	    9.059248e-06 	   2.7203373e-07 	   5.9664606e-10 	               0 	               0 	   -0.0042170527 	   -0.0021511617 	  -0.00097840309 	   -0.0004133521 	  -0.00040461028 	  -0.00026952552
565000 	       21.203781 	               0 	               0 	               0 	               0 	               0 	               0 	       21.243057 	   0.00026968916 	   0.00023518799 	   3.2761892e-05 	   1.7349313e-06 	   4.3477956e-09 	               0 	               0 	   -0.0042188832 	   -0.0021519934 	  -0.00097880837 	  -0.00041355006 	  -0.00040483496 	  -0.00026969644
566000 	       21.732623 	               0 	               0 	               0 	               0 	               0 	               0 	       21.257102 	   2.0004281e-07 	   1.7259005e-07 	   2.7201364e-08 	   2.4812556e-10 	   3.2705946e-12 	               0 	               0 	   -0.0042680917 	   -0.0021747568 	  -0.00098978097 	  -0.00041879837 	  -0.00041067991 	  -0.00027407558
567000 	       24.152198 	               0 	               0 	               0 	               0 	               0 	               0 	       23.312442 	    0.0001911789 	   0.00016156129 	   2.7806025e-05 	   1.7112088e-06 	   1.0037291e-07 	               0 	               0 	   -0.0044939272 	   -0.0022784493 	   -0.0010398703 	   -0.0004429119 	  -0.00043784012 	  -0.00029485554
568000 	       23.793669 	               0 	               0 	               0 	               0 	               0 	               0 	       23.930511 	   0.00012021123 	   0.00010227087 	   1.6986028e-05 	   9.2111883e-07 	   3.3214182e-08 	               0 	               0 	   -0.0044756834 	   -0.0022698092 	   -0.0010357725 	  -0.00044101057 	   -0.0004357723 	  -0.00029331881
569000 	       23.551973 	               0 	               0 	               0 	               0 	               0 	               0 	       23.651964 	   5.6736625e-05 	   4.8201915e-05 	   8.1327487e-06 	   3.8812444e-07 	   1.3836917e-08 	    6.375644e-43 	               0 	   -0.0044475111 	   -0.0022570444 	   -0.0010295673 	  -0.00043798185 	  -0.00043230554 	  -0.00029061198
570000 	        25.52682 	               0 	               0 	               0 	               0 	               0 	               0 	       24.630299 	    7.940054e-05 	   6.7385737e-05 	   1.1348822e-05 	   6.3347017e-07 	   3.2502079e-08 	   8.8461563e-12 	               0 	   -0.0046211291 	   -0.0023362216 	   -0.0010678883 	  -0.00045653848 	   -0.0004534198 	  -0.00030706097
571000 	       23.150704 	               0 	               0 	               0 	               0 	               0 	               0 	       23.887199 	   0.00019802656 	   0.00016720588 	   2.8885047e-05 	   1.8637219e-06 	   7.1886071e-08 	   1.9739657e-11 	               0 	   -0.0045284936 	   -0.0022902926 	   -0.0010466489 	  -0.00044721936 	  -0.00044389671 	   -0.0003004361
572000 	       25.614747 	               0 	               0 	               0 	               0 	               0 	               0 	       24.913641 	   1.2391695e-08 	   1.0835052e-08 	   1.5446884e-09 	   1.1780258e-11 	   1.7514816e-13 	    2.002601e-17 	               0 	   -0.0047563288 	    -0.002393302 	   -0.0010966672 	  -0.00047163986 	  -0.00047200531 	  -0.00032271438
573000 	       25.767879 	               0 	               0 	               0 	               0 	               0 	               0 	       25.699883 	   6.9434252e-05 	   5.8932763e-05 	   1.0007053e-05 	   4.8128593e-07 	    1.311488e-08 	   3.4278741e-11 	               0 	   -0.0048387382 	   -0.0024276131 	   -0.0011140717 	   -0.0004808895 	  -0.00048355272 	   -0.0003326112
574000 	       25.987685 	               0 	               0 	               0 	               0 	               0 	               0 	       26.663525 	   0.00078579052 	   0.00065303127 	    0.0001210493 	   9.9481597e-06 	   1.7509105e-06 	   1.0876891e-08 	               0 	   -0.0047396878 	   -0.0023881632 	   -0.0010935496 	   -0.0004695002 	  -0.00046883013 	  -0.00031964464
575000 	       28.253106 	               0 	               0 	               0 	               0 	               0 	               0 	       27.960105 	   0.00044267732 	   0.00036879544 	   6.7947045e-05 	   5.1426711e-06 	   7.8744572e-07 	    4.723747e-09 	               0 	   -0.0049665696 	   -0.0024893743 	   -0.0011429867 	   -0.0004939623 	  -0.00049744705 	  -0.00034279922
576000 	       26.867231 	               0 	               0 	               0 	               0 	               0 	               0 	        27.21854 	    0.0040087428 	     0.003298067 	   0.00064152274 	   5.3161422e-05 	    1.566071e-05 	   3.3090479e-07 	               0 	   -0.0049572347 	   -0.0024803357 	   -0.0011398411 	  -0.00049366804 	  -0.00049855879 	  -0.00034483102
577000 	       26.659991 	               0 	               0 	               0 	               0 	               0 	               0 	       26.799465 	   9.2015723e-05 	   7.6798856e-05 	   1.4098771e-05 	   1.0569779e-06 	    6.089866e-08 	   2.1971902e-10 	               0 	    -0.004933622 	   -0.0024696508 	   -0.0011346666 	  -0.00049114903 	   -0.0004956529 	  -0.00034250266
578000 	       26.618391 	               0 	               0 	               0 	               0 	               0 	               0 	       26.645281 	   0.00010657786 	   9.1231917e-05 	    1.454654e-05 	   7.5572706e-07 	   4.3578853e-08 	   9.4422017e-11 	               0 	   -0.0049234089 	   -0.0024653062 	   -0.0011324916 	  -0.00049001898 	  -0.00049426597 	  -0.00034132616
579000 	       26.600462 	               0 	               0 	               0 	               0 	               0 	               0 	       26.616599 	   0.00062943106 	   0.00051892359 	   0.00010078562 	    8.207502e-06 	   1.5073806e-06 	   6.9746212e-09 	               0 	   -0.0049187062 	   -0.0024633653 	   -0.0011315036 	  -0.00048948989 	  -0.00049359935 	  -0.00034074808
580000 	        26.58361 	               0 	               0 	               0 	               0 	               0 	               0 	       26.575435 	   0.00018471564 	   0.00015399654 	   2.8390785e-05 	   2.1327055e-06 	   1.9508725e-07 	   5.2596328e-10 	               0 	   -0.0049135173 	   -0.0024612297 	   -0.0011304148 	  -0.00048890514 	  -0.00049286096 	   -0.0003401067
581000 	       26.566759 	               0 	               0 	               0 	               0 	               0 	               0 	       26.542462 	    8.009306e-05 	     6.81925e-05 	   1.1166134e-05 	   6.8895063e-07 	   4.4925557e-08 	   5.4952072e-10 	               0 	   -0.0049156993 	   -0.0024621614 	   -0.0011308803 	  -0.00048914614 	  -0.00049315568 	  -0.00034035579
582000 	       26.548831 	               0 	               0 	               0 	               0 	               0 	               0 	       26.585028 	   7.5957938e-05 	   6.3166241e-05 	   1.1689473e-05 	   1.0465757e-06 	   5.5550039e-08 	   9.7905318e-11 	               0 	   -0.0049104025 	   -0.0024599647 	    -0.001129765 	  -0.00048855163 	  -0.00049240979 	  -0.00033971144
583000 	       26.531978 	               0 	               0 	               0 	               0 	               0 	               0 	       26.472116 	   0.00012220326 	   0.00010212414 	   1.8558504e-05 	   1.4004723e-06 	    1.193632e-07 	   7.8488931e-10 	               0 	   -0.0049073639 	   -0.0024585413 	   -0.0011290879 	  -0.00048823441 	  -0.00049205854 	  -0.00033944176
584000 	       26.515126 	               0 	               0 	               0 	               0 	               0 	               0 	       26.497741 	    8.811947e-05 	   7.3379558e-05 	   1.3590657e-05 	   1.0865314e-06 	   6.2597832e-08 	   1.2532155e-10 	               0 	   -0.0049064753 	   -0.0024581205 	   -0.0011288889 	   -0.0004881423 	  -0.00049195794 	  -0.00033936567
585000 	       26.498273 	               0 	               0 	               0 	               0 	               0 	               0 	        26.50104 	   3.6256828e-08 	   3.1814366e-08 	   4.3871759e-09 	   5.4323776e-11 	   9.5258154e-13 	   9.9269581e-15 	               0 	   -0.0049050814 	   -0.0024575112 	   -0.0011285883 	   -0.0004879904 	  -0.00049177632 	  -0.00033921525
586000 	       26.480346 	               0 	               0 	               0 	               0 	               0 	               0 	       26.515054 	   7.5861489e-05 	   6.3411041e-05 	   1.1622952e-05 	   7.8955785e-07 	   3.7802628e-08 	   1.3556993e-10 	               0 	   -0.0049171963 	   -0.0024625606 	   -0.0011311449 	   -0.0004893465 	  -0.00049347059 	  -0.00034067376
587000 	       26.463493 	               0 	               0 	               0 	               0 	               0 	               0 	       26.489461 	   6.4224733e-05 	   5.4789712e-05 	   8.9257726e-06 	   4.8634893e-07 	   2.2828152e-08 	   7.1000319e-11 	               0 	   -0.0049125867 	    -0.002460551 	    -0.001130152 	  -0.00048884345 	  -0.00049286741 	   -0.0003401728
588000 	       26.413301 	               0 	               0 	               0 	               0 	               0 	               0 	       26.466667 	   1.8807957e-08 	   1.6474803e-08 	   2.2992631e-09 	   3.3416104e-11 	   4.7305785e-13 	   1.5692312e-15 	               0 	   -0.0049105378 	    -0.002459579 	   -0.0011296927 	  -0.00048863136 	  -0.00049263633 	  -0.00033999844
589000 	       26.113198 	               0 	               0 	               0 	               0 	               0 	               0 	       26.249602 	   7.8474564e-05 	   6.6804093e-05 	   1.1138588e-05 	    5.082029e-07 	   2.3554149e-08 	   1.2536384e-10 	               0 	   -0.0048864522 	   -0.0024486831 	    -0.001124414 	   -0.0004860603 	  -0.00048967051 	  -0.00033762431
590000 	       25.951111 	               0 	               0 	               0 	               0 	               0 	               0 	       26.068955 	    8.680216e-05 	   7.2729028e-05 	   1.3206385e-05 	   8.2479864e-07 	   4.1776445e-08 	    1.725035e-10 	               0 	   -0.0048698139 	   -0.0024412663 	   -0.0011207922 	  -0.00048426774 	  -0.00048756988 	  -0.00033591774
591000 	       25.945374 	               0 	               0 	               0 	               0 	               0 	               0 	       25.966231 	   0.00016242413 	   0.00013800135 	    2.302233e-05 	   1.3057082e-06 	   9.4499635e-08 	   2.3894133e-10 	               0 	   -0.0048646559 	   -0.0024391668 	   -0.0011197147 	  -0.00048368265 	  -0.00048682486 	  -0.00033526695
592000 	       25.939637 	               0 	               0 	               0 	               0 	               0 	               0 	       25.978581 	   0.00017994651 	   0.00015435846 	   2.4310882e-05 	   1.2234782e-06 	   5.3308794e-08 	   3.8101982e-10 	               0 	    -0.004861517 	   -0.0024379042 	   -0.0011190623 	  -0.00048332433 	  -0.00048636436 	  -0.00033486178
593000 	       25.934259 	               0 	               0 	               0 	               0 	               0 	               0 	       25.946831 	   0.00014684297 	   0.00012455784 	   2.0937952e-05 	   1.2746245e-06 	   7.2242327e-08 	   3.1171124e-10 	               0 	     -0.00485911 	   -0.0024369453 	   -0.0011185642 	  -0.00048304816 	  -0.00048600682 	  -0.00033454542
594000 	       25.929239 	               0 	               0 	               0 	               0 	               0 	               0 	       25.913708 	    6.628782e-05 	   5.6066614e-05 	   9.6215755e-06 	   5.7597902e-07 	    2.361597e-08 	   3.5701921e-11 	               0 	   -0.0048615083 	    -0.002438049 	   -0.0011190942 	  -0.00048330155 	  -0.00048629341 	  -0.00033477016
595000 	       25.923143 	               0 	               0 	               0 	               0 	               0 	               0 	       25.890589 	   0.00010957266 	    9.181233e-05 	   1.6550298e-05 	   1.1366385e-06 	   7.3108313e-08 	   2.8372804e-10 	               0 	   -0.0048602426 	   -0.0024375788 	     -0.00111884 	  -0.00048315132 	  -0.00048608943 	  -0.00033458307
